"state_name","district_name","crop","production","area_rounded"
"Tamil Nadu","ARIYALUR","Rice",,"24574"
"Tamil Nadu","ARIYALUR","Arhar/Tur",,"209"
"Tamil Nadu","ARIYALUR","Bajra",,"565"
"Tamil Nadu","ARIYALUR","Banana",,"190"
"Tamil Nadu","ARIYALUR","Cashewnut",,"31113"
"Tamil Nadu","ARIYALUR","Castor seed",,"27"
"Tamil Nadu","ARIYALUR","Coconut ",,"335"
"Tamil Nadu","ARIYALUR","Coriander",,"460"
"Tamil Nadu","ARIYALUR","Cotton(lint)",,"3566"
"Tamil Nadu","ARIYALUR","Dry chillies",,"1774"
"Tamil Nadu","ARIYALUR","Groundnut",,"14528"
"Tamil Nadu","ARIYALUR","Jowar",,"6674"
"Tamil Nadu","ARIYALUR","Maize",,"9797"
"Tamil Nadu","ARIYALUR","Moong(Green Gram)",,"39"
"Tamil Nadu","ARIYALUR","Onion",,"21"
"Tamil Nadu","ARIYALUR","Ragi",,"13"
"Tamil Nadu","ARIYALUR","Sugarcane",,"8608"
"Tamil Nadu","ARIYALUR","Sunflower",,"221"
"Tamil Nadu","ARIYALUR","Sweet potato",,"2"
"Tamil Nadu","ARIYALUR","Tapioca",,"258"
"Tamil Nadu","ARIYALUR","Turmeric",,"10"
"Tamil Nadu","ARIYALUR","Urad",,"1192"
"Tamil Nadu","ARIYALUR","Rice","80462","25978"
"Tamil Nadu","ARIYALUR","Small millets","649","404"
"Tamil Nadu","ARIYALUR","Arhar/Tur","122","160"
"Tamil Nadu","ARIYALUR","Bajra","1082","644"
"Tamil Nadu","ARIYALUR","Banana","5761","134"
"Tamil Nadu","ARIYALUR","Cashewnut","9975","31188"
"Tamil Nadu","ARIYALUR","Castor seed","6","21"
"Tamil Nadu","ARIYALUR","Coconut ","5200","336"
"Tamil Nadu","ARIYALUR","Coriander","134","338"
"Tamil Nadu","ARIYALUR","Cotton(lint)","11033","4074"
"Tamil Nadu","ARIYALUR","Dry chillies","608","1676"
"Tamil Nadu","ARIYALUR","Groundnut","27002","13878"
"Tamil Nadu","ARIYALUR","Jowar","7043","4959"
"Tamil Nadu","ARIYALUR","Maize","23891","9979"
"Tamil Nadu","ARIYALUR","Moong(Green Gram)","11","13"
"Tamil Nadu","ARIYALUR","Onion","458","47"
"Tamil Nadu","ARIYALUR","Ragi","130","47"
"Tamil Nadu","ARIYALUR","Sesamum","452","1652"
"Tamil Nadu","ARIYALUR","Sugarcane","809944","6970"
"Tamil Nadu","ARIYALUR","Sunflower","148","111"
"Tamil Nadu","ARIYALUR","Sweet potato","29","2"
"Tamil Nadu","ARIYALUR","Tapioca","8858","257"
"Tamil Nadu","ARIYALUR","Turmeric","106","21"
"Tamil Nadu","ARIYALUR","Urad","400","1046"
"Tamil Nadu","ARIYALUR","Arhar/Tur","138","209"
"Tamil Nadu","ARIYALUR","Castor seed","7","27"
"Tamil Nadu","ARIYALUR","Cotton(lint)","9361","5684"
"Tamil Nadu","ARIYALUR","Groundnut","37266","12058"
"Tamil Nadu","ARIYALUR","Maize","8630","9996"
"Tamil Nadu","ARIYALUR","Moong(Green Gram)","2","4"
"Tamil Nadu","ARIYALUR","Ragi","109","42"
"Tamil Nadu","ARIYALUR","Rice","97869","25211"
"Tamil Nadu","ARIYALUR","Sunflower","245","202"
"Tamil Nadu","ARIYALUR","Urad","741","1526"
"Tamil Nadu","ARIYALUR","Sugarcane","739006","7500"
"Tamil Nadu","ARIYALUR","Bajra","1499","590"
"Tamil Nadu","ARIYALUR","Cotton(lint)","36179","7661"
"Tamil Nadu","ARIYALUR","Groundnut","35766","9999"
"Tamil Nadu","ARIYALUR","Jowar","2114","1659"
"Tamil Nadu","ARIYALUR","Maize","60881","11778"
"Tamil Nadu","ARIYALUR","Ragi","37","14"
"Tamil Nadu","ARIYALUR","Rice","97257","24097"
"Tamil Nadu","ARIYALUR","Bajra","18","6"
"Tamil Nadu","ARIYALUR","Cotton(lint)","413","150"
"Tamil Nadu","ARIYALUR","Groundnut","18093","3028"
"Tamil Nadu","ARIYALUR","Jowar","22","15"
"Tamil Nadu","ARIYALUR","Maize","2374","357"
"Tamil Nadu","ARIYALUR","Ragi","9","3"
"Tamil Nadu","ARIYALUR","Arhar/Tur","167","192"
"Tamil Nadu","ARIYALUR","Banana","6292","144"
"Tamil Nadu","ARIYALUR","Cashewnut","6468","29930"
"Tamil Nadu","ARIYALUR","Castor seed","8","38"
"Tamil Nadu","ARIYALUR","Coconut ","2600000","323"
"Tamil Nadu","ARIYALUR","Coriander","35","75"
"Tamil Nadu","ARIYALUR","Dry chillies","509","735"
"Tamil Nadu","ARIYALUR","Moong(Green Gram)","4","6"
"Tamil Nadu","ARIYALUR","Onion","329","26"
"Tamil Nadu","ARIYALUR","Small millets","705","259"
"Tamil Nadu","ARIYALUR","Sugarcane","880259","7967"
"Tamil Nadu","ARIYALUR","Sunflower","418","228"
"Tamil Nadu","ARIYALUR","Tapioca","10282","273"
"Tamil Nadu","ARIYALUR","Turmeric","548","100"
"Tamil Nadu","ARIYALUR","Urad","1163","1496"
"Tamil Nadu","ARIYALUR","Arhar/Tur","78","99"
"Tamil Nadu","ARIYALUR","Castor seed","14","65"
"Tamil Nadu","ARIYALUR","Cotton(lint)","15664","8634"
"Tamil Nadu","ARIYALUR","Groundnut","23014","9108"
"Tamil Nadu","ARIYALUR","Horse-gram",,"1"
"Tamil Nadu","ARIYALUR","Maize","35469","14743"
"Tamil Nadu","ARIYALUR","Moong(Green Gram)","1","2"
"Tamil Nadu","ARIYALUR","Ragi","15","8"
"Tamil Nadu","ARIYALUR","Rice","36392","17523"
"Tamil Nadu","ARIYALUR","Sunflower","922","754"
"Tamil Nadu","ARIYALUR","Urad","924","1703"
"Tamil Nadu","ARIYALUR","Sugarcane","707584","7804"
"Tamil Nadu","ARIYALUR","Bajra","2888","777"
"Tamil Nadu","ARIYALUR","Castor seed","10","31"
"Tamil Nadu","ARIYALUR","Cotton(lint)","29867","8815"
"Tamil Nadu","ARIYALUR","Groundnut","21168","6436"
"Tamil Nadu","ARIYALUR","Horse-gram",,"1"
"Tamil Nadu","ARIYALUR","Jowar","1004","809"
"Tamil Nadu","ARIYALUR","Maize","91257","17153"
"Tamil Nadu","ARIYALUR","Moong(Green Gram)","13","23"
"Tamil Nadu","ARIYALUR","Onion","419","36"
"Tamil Nadu","ARIYALUR","Ragi","104","38"
"Tamil Nadu","ARIYALUR","Rice","131658","24437"
"Tamil Nadu","ARIYALUR","Sunflower","137","76"
"Tamil Nadu","ARIYALUR","Urad","1639","1951"
"Tamil Nadu","ARIYALUR","Bajra","190","95"
"Tamil Nadu","ARIYALUR","Cotton(lint)","727","303"
"Tamil Nadu","ARIYALUR","Groundnut","21760","3571"
"Tamil Nadu","ARIYALUR","Horse-gram","1","1"
"Tamil Nadu","ARIYALUR","Jowar","136","63"
"Tamil Nadu","ARIYALUR","Maize","3076","615"
"Tamil Nadu","ARIYALUR","Onion","59","7"
"Tamil Nadu","ARIYALUR","Ragi","44","11"
"Tamil Nadu","ARIYALUR","Sunflower","1","1"
"Tamil Nadu","ARIYALUR","Urad","1267","1485"
"Tamil Nadu","ARIYALUR","Arhar/Tur","228","236"
"Tamil Nadu","ARIYALUR","Banana","5441","131"
"Tamil Nadu","ARIYALUR","Cashewnut","6600","30152"
"Tamil Nadu","ARIYALUR","Coconut ","1700000","331"
"Tamil Nadu","ARIYALUR","Coriander","5","14"
"Tamil Nadu","ARIYALUR","Dry chillies","58","212"
"Tamil Nadu","ARIYALUR","Small millets","491","187"
"Tamil Nadu","ARIYALUR","Sugarcane","1112304","9875"
"Tamil Nadu","ARIYALUR","Tapioca","5655","189"
"Tamil Nadu","ARIYALUR","Turmeric","224","61"
"Tamil Nadu","COIMBATORE","Banana","183740","5619"
"Tamil Nadu","COIMBATORE","Horse-gram","3040","6849"
"Tamil Nadu","COIMBATORE","Onion","37188","2813"
"Tamil Nadu","COIMBATORE","Sesamum","580","1598"
"Tamil Nadu","COIMBATORE","Small millets","50","63"
"Tamil Nadu","COIMBATORE","Tobacco","1620","936"
"Tamil Nadu","COIMBATORE","Arhar/Tur","700","1393"
"Tamil Nadu","COIMBATORE","Bajra","910","518"
"Tamil Nadu","COIMBATORE","Banana","285930","7269"
"Tamil Nadu","COIMBATORE","Black pepper","30","131"
"Tamil Nadu","COIMBATORE","Cardamom","70","834"
"Tamil Nadu","COIMBATORE","Cashewnut","40","63"
"Tamil Nadu","COIMBATORE","Castor seed","70","199"
"Tamil Nadu","COIMBATORE","Coriander","130","709"
"Tamil Nadu","COIMBATORE","Cotton(lint)","30610","16858"
"Tamil Nadu","COIMBATORE","Dry chillies","1430","2350"
"Tamil Nadu","COIMBATORE","Gram","3320","4481"
"Tamil Nadu","COIMBATORE","Groundnut","43150","33861"
"Tamil Nadu","COIMBATORE","Jowar","65140","89773"
"Tamil Nadu","COIMBATORE","Maize","17720","15763"
"Tamil Nadu","COIMBATORE","Moong(Green Gram)","1480","4526"
"Tamil Nadu","COIMBATORE","Onion","20960","1680"
"Tamil Nadu","COIMBATORE","Pulses total","13110","34941"
"Tamil Nadu","COIMBATORE","Ragi","800","401"
"Tamil Nadu","COIMBATORE","Rice","57670","18703"
"Tamil Nadu","COIMBATORE","Sugarcane","12272000","10756"
"Tamil Nadu","COIMBATORE","Sunflower","460","457"
"Tamil Nadu","COIMBATORE","Tapioca","49510","1320"
"Tamil Nadu","COIMBATORE","Tobacco","1250","844"
"Tamil Nadu","COIMBATORE","Total foodgrain","155430","160230"
"Tamil Nadu","COIMBATORE","Turmeric","16960","2024"
"Tamil Nadu","COIMBATORE","Urad","1440","3085"
"Tamil Nadu","COIMBATORE","Arhar/Tur","1998","2312"
"Tamil Nadu","COIMBATORE","Bajra","511","244"
"Tamil Nadu","COIMBATORE","Cotton(lint)","32294","15370"
"Tamil Nadu","COIMBATORE","Groundnut","69248","39937"
"Tamil Nadu","COIMBATORE","Horse-gram","3030","7231"
"Tamil Nadu","COIMBATORE","Jowar","64470","88370"
"Tamil Nadu","COIMBATORE","Maize","21163","18828"
"Tamil Nadu","COIMBATORE","Moong(Green Gram)","3899","7116"
"Tamil Nadu","COIMBATORE","Pulses total","20310","43420"
"Tamil Nadu","COIMBATORE","Ragi","1271","510"
"Tamil Nadu","COIMBATORE","Rice","51575","15034"
"Tamil Nadu","COIMBATORE","Sesamum","423","1106"
"Tamil Nadu","COIMBATORE","Small millets","3400","4600"
"Tamil Nadu","COIMBATORE","Sunflower","197","191"
"Tamil Nadu","COIMBATORE","Total foodgrain","15962","167323"
"Tamil Nadu","COIMBATORE","Urad","4983","10191"
"Tamil Nadu","COIMBATORE","Gram","3981","4164"
"Tamil Nadu","COIMBATORE","Wheat","1","20"
"Tamil Nadu","COIMBATORE","Banana","243451","6189"
"Tamil Nadu","COIMBATORE","Black pepper","26","130"
"Tamil Nadu","COIMBATORE","Cardamom","68","833"
"Tamil Nadu","COIMBATORE","Castor seed","60","174"
"Tamil Nadu","COIMBATORE","Coriander","150","822"
"Tamil Nadu","COIMBATORE","Dry chillies","1202","1980"
"Tamil Nadu","COIMBATORE","Onion","38591","3093"
"Tamil Nadu","COIMBATORE","Sannhamp","1","1"
"Tamil Nadu","COIMBATORE","Sugarcane","1467460","13193"
"Tamil Nadu","COIMBATORE","Tapioca","56679","1526"
"Tamil Nadu","COIMBATORE","Tobacco","687","461"
"Tamil Nadu","COIMBATORE","Turmeric","22221","2652"
"Tamil Nadu","COIMBATORE","Arhar/Tur","635","961"
"Tamil Nadu","COIMBATORE","Bajra","1376","670"
"Tamil Nadu","COIMBATORE","Castor seed","1365","3771"
"Tamil Nadu","COIMBATORE","Cotton(lint)","12264","7627"
"Tamil Nadu","COIMBATORE","Groundnut","55110","36123"
"Tamil Nadu","COIMBATORE","Horse-gram","2985","7884"
"Tamil Nadu","COIMBATORE","Jowar","43978","87539"
"Tamil Nadu","COIMBATORE","Korra","1","2"
"Tamil Nadu","COIMBATORE","Maize","22328","19841"
"Tamil Nadu","COIMBATORE","Moong(Green Gram)","3104","6400"
"Tamil Nadu","COIMBATORE","Ragi","449","419"
"Tamil Nadu","COIMBATORE","Rice","60494","16875"
"Tamil Nadu","COIMBATORE","Sesamum","521","1100"
"Tamil Nadu","COIMBATORE","Sunflower","984","978"
"Tamil Nadu","COIMBATORE","Urad","2682","5178"
"Tamil Nadu","COIMBATORE","Gram","3723","5030"
"Tamil Nadu","COIMBATORE","Samai","73","134"
"Tamil Nadu","COIMBATORE","Wheat","4","9"
"Tamil Nadu","COIMBATORE","Banana","183740","5619"
"Tamil Nadu","COIMBATORE","Cashewnut","11","36"
"Tamil Nadu","COIMBATORE","Coriander","59","324"
"Tamil Nadu","COIMBATORE","Dry chillies","1235","1418"
"Tamil Nadu","COIMBATORE","Guar seed","118374","11939"
"Tamil Nadu","COIMBATORE","Onion","37188","2813"
"Tamil Nadu","COIMBATORE","Sugarcane","1195037","11939"
"Tamil Nadu","COIMBATORE","Sweet potato","24","2"
"Tamil Nadu","COIMBATORE","Tapioca","29595","834"
"Tamil Nadu","COIMBATORE","Tobacco","1620","936"
"Tamil Nadu","COIMBATORE","Turmeric","19346","3023"
"Tamil Nadu","COIMBATORE","Arhar/Tur","418","632"
"Tamil Nadu","COIMBATORE","Bajra","479","307"
"Tamil Nadu","COIMBATORE","Castor seed","88","242"
"Tamil Nadu","COIMBATORE","Cotton(lint)","10987","6674"
"Tamil Nadu","COIMBATORE","Groundnut","27436","20169"
"Tamil Nadu","COIMBATORE","Horse-gram","1809","4859"
"Tamil Nadu","COIMBATORE","Jowar","35650","74450"
"Tamil Nadu","COIMBATORE","Maize","20341","18075"
"Tamil Nadu","COIMBATORE","Moong(Green Gram)","2397","5292"
"Tamil Nadu","COIMBATORE","Other Cereals & Millets","6","10"
"Tamil Nadu","COIMBATORE","Other Kharif pulses","2582","12066"
"Tamil Nadu","COIMBATORE","Ragi","305","295"
"Tamil Nadu","COIMBATORE","Rice","47066","12170"
"Tamil Nadu","COIMBATORE","Sesamum","382","800"
"Tamil Nadu","COIMBATORE","Sunflower","153","145"
"Tamil Nadu","COIMBATORE","Urad","1925","3716"
"Tamil Nadu","COIMBATORE","Gram","1700","2297"
"Tamil Nadu","COIMBATORE","Rapeseed &Mustard","1","6"
"Tamil Nadu","COIMBATORE","Wheat","4","8"
"Tamil Nadu","COIMBATORE","Banana","230533","7050"
"Tamil Nadu","COIMBATORE","Cardamom",,"6"
"Tamil Nadu","COIMBATORE","Cashewnut","17","43"
"Tamil Nadu","COIMBATORE","Coriander","53","294"
"Tamil Nadu","COIMBATORE","Dry chillies","1653","1716"
"Tamil Nadu","COIMBATORE","Onion","58829","4450"
"Tamil Nadu","COIMBATORE","Sannhamp","4","5"
"Tamil Nadu","COIMBATORE","Sugarcane","1117764","11167"
"Tamil Nadu","COIMBATORE","Tapioca","43860","1236"
"Tamil Nadu","COIMBATORE","Tobacco","1040","601"
"Tamil Nadu","COIMBATORE","Turmeric","26062","4178"
"Tamil Nadu","COIMBATORE","Arhar/Tur","370","563"
"Tamil Nadu","COIMBATORE","Bajra","450","236"
"Tamil Nadu","COIMBATORE","Cotton(lint)","14650","10220"
"Tamil Nadu","COIMBATORE","Groundnut","29100","19152"
"Tamil Nadu","COIMBATORE","Jowar","29680","75752"
"Tamil Nadu","COIMBATORE","Moong(Green Gram)","1260","4420"
"Tamil Nadu","COIMBATORE","Ragi","420","233"
"Tamil Nadu","COIMBATORE","Rice","37200","10548"
"Tamil Nadu","COIMBATORE","Sesamum","460","914"
"Tamil Nadu","COIMBATORE","Sunflower","60","45"
"Tamil Nadu","COIMBATORE","Urad","720","1839"
"Tamil Nadu","COIMBATORE","Sugarcane","1496800","13438"
"Tamil Nadu","COIMBATORE","Arhar/Tur","255","468"
"Tamil Nadu","COIMBATORE","Bajra","684","624"
"Tamil Nadu","COIMBATORE","Castor seed","62","168"
"Tamil Nadu","COIMBATORE","Cotton(lint)","3024","5103"
"Tamil Nadu","COIMBATORE","Groundnut","12376","13131"
"Tamil Nadu","COIMBATORE","Horse-gram","1171","5794"
"Tamil Nadu","COIMBATORE","Jowar","23240","80595"
"Tamil Nadu","COIMBATORE","Korra","1","1"
"Tamil Nadu","COIMBATORE","Maize","20520","18242"
"Tamil Nadu","COIMBATORE","Moong(Green Gram)","699","4238"
"Tamil Nadu","COIMBATORE","Other Kharif pulses","2721","12702"
"Tamil Nadu","COIMBATORE","Ragi","264","198"
"Tamil Nadu","COIMBATORE","Rice","22152","6577"
"Tamil Nadu","COIMBATORE","Samai","17","24"
"Tamil Nadu","COIMBATORE","Sesamum","177","525"
"Tamil Nadu","COIMBATORE","Sunflower","12","10"
"Tamil Nadu","COIMBATORE","Urad","831","2083"
"Tamil Nadu","COIMBATORE","Varagu","1","1"
"Tamil Nadu","COIMBATORE","Gram","3046","4113"
"Tamil Nadu","COIMBATORE","Wheat","0","6"
"Tamil Nadu","COIMBATORE","Arecanut",,"1589"
"Tamil Nadu","COIMBATORE","Ash Gourd","0","67"
"Tamil Nadu","COIMBATORE","Banana","212533","6499"
"Tamil Nadu","COIMBATORE","Beans & Mutter(Vegetable)","0","2"
"Tamil Nadu","COIMBATORE","Beet Root","0","265"
"Tamil Nadu","COIMBATORE","Bhindi","5017","392"
"Tamil Nadu","COIMBATORE","Bitter Gourd","0","182"
"Tamil Nadu","COIMBATORE","Bottle Gourd","0","12"
"Tamil Nadu","COIMBATORE","Brinjal","6413","621"
"Tamil Nadu","COIMBATORE","Cashewnut","73","243"
"Tamil Nadu","COIMBATORE","Cauliflower","0","59"
"Tamil Nadu","COIMBATORE","Citrus Fruit","62","56"
"Tamil Nadu","COIMBATORE","Coconut ","630000","99250"
"Tamil Nadu","COIMBATORE","Coriander","323","680"
"Tamil Nadu","COIMBATORE","Cucumber","0","33"
"Tamil Nadu","COIMBATORE","Drum Stick","0","45"
"Tamil Nadu","COIMBATORE","Dry chillies","654","1265"
"Tamil Nadu","COIMBATORE","Garlic","11","2"
"Tamil Nadu","COIMBATORE","Grapes","6782","368"
"Tamil Nadu","COIMBATORE","Jack Fruit","147","13"
"Tamil Nadu","COIMBATORE","Lab-Lab","0","119"
"Tamil Nadu","COIMBATORE","Mango","28864","3848"
"Tamil Nadu","COIMBATORE","Onion","26248","1970"
"Tamil Nadu","COIMBATORE","Orange","28","18"
"Tamil Nadu","COIMBATORE","Other Citrus Fruit","0","162"
"Tamil Nadu","COIMBATORE","Other Fresh Fruits","0","325"
"Tamil Nadu","COIMBATORE","Other Vegetables","0","626"
"Tamil Nadu","COIMBATORE","Papaya","0","149"
"Tamil Nadu","COIMBATORE","Pome Fruit","900","172"
"Tamil Nadu","COIMBATORE","Pome Granet","0","51"
"Tamil Nadu","COIMBATORE","Redish","0","9"
"Tamil Nadu","COIMBATORE","Ribed Guard","0","78"
"Tamil Nadu","COIMBATORE","Snak Guard","0","85"
"Tamil Nadu","COIMBATORE","Sugarcane","830060","9623"
"Tamil Nadu","COIMBATORE","Tapioca","15576","518"
"Tamil Nadu","COIMBATORE","Tomato","56986","4409"
"Tamil Nadu","COIMBATORE","Turmeric","7620","1453"
"Tamil Nadu","COIMBATORE","Water Melon","0","32"
"Tamil Nadu","COIMBATORE","Yam","0","5"
"Tamil Nadu","COIMBATORE","Arhar/Tur","209","342"
"Tamil Nadu","COIMBATORE","Bajra","575","500"
"Tamil Nadu","COIMBATORE","Castor seed","76","205"
"Tamil Nadu","COIMBATORE","Cotton(lint)","8600","6881"
"Tamil Nadu","COIMBATORE","Groundnut","14937","16629"
"Tamil Nadu","COIMBATORE","Horse-gram","1710","5967"
"Tamil Nadu","COIMBATORE","Jowar","28512","94373"
"Tamil Nadu","COIMBATORE","Korra","1","1"
"Tamil Nadu","COIMBATORE","Maize","24570","21839"
"Tamil Nadu","COIMBATORE","Moong(Green Gram)","1737","5730"
"Tamil Nadu","COIMBATORE","Other Kharif pulses","3363","15696"
"Tamil Nadu","COIMBATORE","Ragi","240","174"
"Tamil Nadu","COIMBATORE","Rice","10643","3654"
"Tamil Nadu","COIMBATORE","Sesamum","279","874"
"Tamil Nadu","COIMBATORE","Small millets","12","19"
"Tamil Nadu","COIMBATORE","Sunflower","17","13"
"Tamil Nadu","COIMBATORE","Urad","701","1715"
"Tamil Nadu","COIMBATORE","Gram","3427","4627"
"Tamil Nadu","COIMBATORE","Arecanut",,"1577"
"Tamil Nadu","COIMBATORE","Ash Gourd","0","167"
"Tamil Nadu","COIMBATORE","Banana","145880","4983"
"Tamil Nadu","COIMBATORE","Beans & Mutter(Vegetable)","0","2"
"Tamil Nadu","COIMBATORE","Beet Root","0","290"
"Tamil Nadu","COIMBATORE","Bhindi","2885","337"
"Tamil Nadu","COIMBATORE","Bitter Gourd","0","233"
"Tamil Nadu","COIMBATORE","Black pepper","25","127"
"Tamil Nadu","COIMBATORE","Bottle Gourd","0","6"
"Tamil Nadu","COIMBATORE","Brinjal","6182","553"
"Tamil Nadu","COIMBATORE","Cabbage","318","5"
"Tamil Nadu","COIMBATORE","Cardamom","63","813"
"Tamil Nadu","COIMBATORE","Cashewnut","86","249"
"Tamil Nadu","COIMBATORE","Cauliflower","0","55"
"Tamil Nadu","COIMBATORE","Citrus Fruit","62","59"
"Tamil Nadu","COIMBATORE","Coconut ","690200","99381"
"Tamil Nadu","COIMBATORE","Coriander","911","1747"
"Tamil Nadu","COIMBATORE","Cucumber","0","47"
"Tamil Nadu","COIMBATORE","Drum Stick","0","60"
"Tamil Nadu","COIMBATORE","Dry chillies","724","1410"
"Tamil Nadu","COIMBATORE","Grapes","1638","365"
"Tamil Nadu","COIMBATORE","Jack Fruit","135","14"
"Tamil Nadu","COIMBATORE","Lab-Lab","0","244"
"Tamil Nadu","COIMBATORE","Mango","10951","3793"
"Tamil Nadu","COIMBATORE","Onion","18824","1330"
"Tamil Nadu","COIMBATORE","Orange","24","12"
"Tamil Nadu","COIMBATORE","Other Citrus Fruit","0","213"
"Tamil Nadu","COIMBATORE","Other Fresh Fruits","0","382"
"Tamil Nadu","COIMBATORE","Other Vegetables","0","322"
"Tamil Nadu","COIMBATORE","Papaya","0","218"
"Tamil Nadu","COIMBATORE","Pome Fruit","1096","156"
"Tamil Nadu","COIMBATORE","Pome Granet","0","38"
"Tamil Nadu","COIMBATORE","Pump Kin","0","387"
"Tamil Nadu","COIMBATORE","Redish","0","18"
"Tamil Nadu","COIMBATORE","Ribed Guard","0","80"
"Tamil Nadu","COIMBATORE","Snak Guard","0","108"
"Tamil Nadu","COIMBATORE","Sugarcane","548422","6299"
"Tamil Nadu","COIMBATORE","Sweet potato","14","1"
"Tamil Nadu","COIMBATORE","Tapioca","14224","459"
"Tamil Nadu","COIMBATORE","Tomato","52229","4386"
"Tamil Nadu","COIMBATORE","Turmeric","7945","1786"
"Tamil Nadu","COIMBATORE","Water Melon","0","21"
"Tamil Nadu","COIMBATORE","Yam","0","5"
"Tamil Nadu","COIMBATORE","Arhar/Tur","198","296"
"Tamil Nadu","COIMBATORE","Bajra","865","460"
"Tamil Nadu","COIMBATORE","Castor seed","87","236"
"Tamil Nadu","COIMBATORE","Cotton(lint)","14808","11547"
"Tamil Nadu","COIMBATORE","Dry ginger","19","1"
"Tamil Nadu","COIMBATORE","Groundnut","24227","19147"
"Tamil Nadu","COIMBATORE","Horse-gram","2466","5056"
"Tamil Nadu","COIMBATORE","Jowar","32292","94888"
"Tamil Nadu","COIMBATORE","Maize","27779","24692"
"Tamil Nadu","COIMBATORE","Moong(Green Gram)","2074","5435"
"Tamil Nadu","COIMBATORE","Other Kharif pulses","3779","17642"
"Tamil Nadu","COIMBATORE","Ragi","261","167"
"Tamil Nadu","COIMBATORE","Rice","24454","7239"
"Tamil Nadu","COIMBATORE","Sesamum","392","1125"
"Tamil Nadu","COIMBATORE","Small millets","18","13"
"Tamil Nadu","COIMBATORE","Sunflower","482","453"
"Tamil Nadu","COIMBATORE","Urad","802","2186"
"Tamil Nadu","COIMBATORE","Gram","3071","4146"
"Tamil Nadu","COIMBATORE","Wheat",,"15"
"Tamil Nadu","COIMBATORE","Arecanut","1844","1574"
"Tamil Nadu","COIMBATORE","Banana","285671","6102"
"Tamil Nadu","COIMBATORE","Cardamom","63","813"
"Tamil Nadu","COIMBATORE","Cashewnut","106","292"
"Tamil Nadu","COIMBATORE","Coconut ","924200","100160"
"Tamil Nadu","COIMBATORE","Coriander","1329","1827"
"Tamil Nadu","COIMBATORE","Dry chillies","469","1058"
"Tamil Nadu","COIMBATORE","Onion","21165","1878"
"Tamil Nadu","COIMBATORE","Sugarcane","679798","5883"
"Tamil Nadu","COIMBATORE","Sweet potato","30","2"
"Tamil Nadu","COIMBATORE","Tapioca","23894","579"
"Tamil Nadu","COIMBATORE","Turmeric","9686","1822"
"Tamil Nadu","COIMBATORE","Arhar/Tur","197","365"
"Tamil Nadu","COIMBATORE","Bajra","745","412"
"Tamil Nadu","COIMBATORE","Castor seed","178","486"
"Tamil Nadu","COIMBATORE","Cotton(lint)","5710","6436"
"Tamil Nadu","COIMBATORE","Groundnut","30471","22515"
"Tamil Nadu","COIMBATORE","Horse-gram","1837","4261"
"Tamil Nadu","COIMBATORE","Jowar","28383","77490"
"Tamil Nadu","COIMBATORE","Maize",,"21662"
"Tamil Nadu","COIMBATORE","Moong(Green Gram)","1579","4456"
"Tamil Nadu","COIMBATORE","Other Kharif pulses","3077","12666"
"Tamil Nadu","COIMBATORE","Ragi","116","69"
"Tamil Nadu","COIMBATORE","Rice","20665","7406"
"Tamil Nadu","COIMBATORE","Sesamum","715","1478"
"Tamil Nadu","COIMBATORE","Small millets","28","41"
"Tamil Nadu","COIMBATORE","Soyabean",,"19"
"Tamil Nadu","COIMBATORE","Sunflower","350","282"
"Tamil Nadu","COIMBATORE","Urad","1302","1863"
"Tamil Nadu","COIMBATORE","Gram","3335","4500"
"Tamil Nadu","COIMBATORE","Arecanut","4469","1556"
"Tamil Nadu","COIMBATORE","Banana","395585","8056"
"Tamil Nadu","COIMBATORE","Black pepper","25","128"
"Tamil Nadu","COIMBATORE","Cardamom","68","869"
"Tamil Nadu","COIMBATORE","Cashewnut","115","303"
"Tamil Nadu","COIMBATORE","Coconut ","10709","101541"
"Tamil Nadu","COIMBATORE","Coriander","649","2086"
"Tamil Nadu","COIMBATORE","Dry chillies","756","1331"
"Tamil Nadu","COIMBATORE","Onion","27499","2366"
"Tamil Nadu","COIMBATORE","Sugarcane","1237716","8894"
"Tamil Nadu","COIMBATORE","Tapioca","32403","848"
"Tamil Nadu","COIMBATORE","Tobacco","489","327"
"Tamil Nadu","COIMBATORE","Turmeric","17867","2339"
"Tamil Nadu","COIMBATORE","Rice","24009","6221"
"Tamil Nadu","COIMBATORE","Small millets","6","6"
"Tamil Nadu","COIMBATORE","Wheat",,"79"
"Tamil Nadu","COIMBATORE","Arecanut","3828","1602"
"Tamil Nadu","COIMBATORE","Arhar/Tur","398","544"
"Tamil Nadu","COIMBATORE","Bajra","856","458"
"Tamil Nadu","COIMBATORE","Banana","396393","9948"
"Tamil Nadu","COIMBATORE","Black pepper","25","129"
"Tamil Nadu","COIMBATORE","Cardamom","68","869"
"Tamil Nadu","COIMBATORE","Cashewnut","134","294"
"Tamil Nadu","COIMBATORE","Castor seed","103","280"
"Tamil Nadu","COIMBATORE","Coconut ","14829","104197"
"Tamil Nadu","COIMBATORE","Coriander","453","1006"
"Tamil Nadu","COIMBATORE","Cotton(lint)","6518","3698"
"Tamil Nadu","COIMBATORE","Dry chillies","3304","1651"
"Tamil Nadu","COIMBATORE","Garlic","4","1"
"Tamil Nadu","COIMBATORE","Gram","3106","4191"
"Tamil Nadu","COIMBATORE","Groundnut","26424","15645"
"Tamil Nadu","COIMBATORE","Horse-gram","1587","4688"
